            kw    0.3578977600000000         1.000000         0.000000    
            cd    1.5652015000000000E-03     1.000000         0.000000    
         mxshr    0.2358198000000000         1.000000         0.000000    
            kw    0.4254343100000000         1.000000         0.000000    
            cd    1.4475546000000000E-03     1.000000         0.000000    
         mxshr    0.2092035000000000         1.000000         0.000000    
            kw    0.3483888900000000         1.000000         0.000000    
            cd    1.5689744000000000E-03     1.000000         0.000000    
         mxshr    0.2230893600000000         1.000000         0.000000    
            kw    0.3440816100000000         1.000000         0.000000    
            cd    1.5615747000000001E-03     1.000000         0.000000    
         mxshr    0.2252796800000000         1.000000         0.000000    
            kw    0.3507600000000000         1.000000         0.000000    
            cd    1.5616059000000001E-03     1.000000         0.000000    
         mxshr    0.2412329500000000         1.000000         0.000000    
            kw    0.3615620500000000         1.000000         0.000000    
            cd    1.6115702000000000E-03     1.000000         0.000000    
         mxshr    0.2416671300000000         1.000000         0.000000    
            kw    0.3858217100000000         1.000000         0.000000    
            cd    1.5236011999999999E-03     1.000000         0.000000    
         mxshr    0.2211545000000000         1.000000         0.000000    
            kw    0.3428554600000000         1.000000         0.000000    
            cd    1.5116878999999999E-03     1.000000         0.000000    
         mxshr    0.2300386000000000         1.000000         0.000000    
            kw    0.3467133100000000         1.000000         0.000000    
            cd    1.5032016000000000E-03     1.000000         0.000000    
         mxshr    0.2263587900000000         1.000000         0.000000    
            kw    0.3447894200000000         1.000000         0.000000    
            cd    1.5015731000000000E-03     1.000000         0.000000    
         mxshr    0.2281912800000000         1.000000         0.000000    
            kw    0.3512648500000000         1.000000         0.000000    
            cd    1.5588854000000000E-03     1.000000         0.000000    
         mxshr    0.2367266700000000         1.000000         0.000000    
            kw    0.3578977600000000         1.000000         0.000000    
            cd    1.5652015000000000E-03     1.000000         0.000000    
         mxshr    0.2358198000000000         1.000000         0.000000    
            kw    0.3545657900000000         1.000000         0.000000    
            cd    1.5647778999999999E-03     1.000000         0.000000    
         mxshr    0.2377462300000000         1.000000         0.000000    
            kw    0.3398275900000000         1.000000         0.000000    
            cd    1.5784362000000000E-03     1.000000         0.000000    
         mxshr    0.2265187200000000         1.000000         0.000000    
