time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-04 00:00:00,50.0302083333333,180.23125,-26.0145833333333,81.4835248860938,3.40699045412403,0,0
1979-01-05 00:00:00,35.4395416666667,205.640833333333,-21.2,82.0184129461555,4.75534619009857,0,0
1979-01-06 00:00:00,57.6349166666667,176.294583333333,-23.4891666666666,77.6639031220289,5.54933947176281,0,0
1979-01-07 00:00:00,76.5380833333333,164.247916666667,-24.385,80.909162090589,4.75182280249068,0,0
1979-01-08 00:00:00,54.9489583333333,210.89875,-20.2616666666666,81.2415439795616,5.30833206311718,0,0
1979-01-09 00:00:00,56.9570833333333,207.379166666667,-18.5216666666666,76.7684027574058,3.20780468163757,0,0
1979-01-10 00:00:00,26.4529583333333,213.362916666667,-19.5729166666666,81.1697166569981,4.40327023141483,0,0.000603
1979-01-11 00:00:00,66.0999166666667,200.590416666667,-18.5608333333333,80.4710554424523,5.03402578171007,0,0
1979-01-12 00:00:00,64.2980833333333,186.974583333333,-23.1104166666666,79.097292756248,3.55516479898619,0,0
1979-01-13 00:00:00,69.4651666666667,167.448333333333,-24.4875,77.511130943488,3.43753515750028,0,0
1979-01-14 00:00:00,46.61175,208.605833333333,-20.6091666666666,83.8919964825069,2.67350038582742,0,0.000292
1979-01-15 00:00:00,82.21925,157.927916666667,-23.9595833333333,81.982316282673,3.95960690012562,0,0
1979-01-16 00:00:00,79.7372916666667,141.107083333333,-28.0975,79.5393548980774,4.46470956989254,0,0
1979-01-17 00:00:00,79.0269166666667,171.502916666667,-23.8833333333333,81.1432095414385,2.76457719833614,0,0.000975
1979-01-18 00:00:00,71.5659583333333,167.178333333333,-26.0508333333333,78.886690415035,3.64107472969634,0,0.013631
1979-01-19 00:00:00,76.12775,217.884583333333,-16.3445833333333,83.5544616461317,3.35550305707382,0,0.026253
1979-01-20 00:00:00,80.1120833333333,181.785416666667,-19.8604166666666,81.1182670856258,5.24723878763155,0,0.002143
1979-01-21 00:00:00,44.940125,272.79125,-9.94374999999997,87.6164703471712,5.39637336268348,0,0.042962
1979-01-22 00:00:00,39.7765833333333,276.55,-6.96333333333331,90.4824627125271,2.44474380908053,0,0.013896
1979-01-23 00:00:00,65.3194583333333,266.867916666667,-7.11791666666664,90.9692605430864,4.69921895803322,0,0.007552
1979-01-24 00:00:00,72.767375,233.1475,-11.2329166666666,88.7259902210809,3.76620113518888,0,0.000763
1979-01-25 00:00:00,76.4270416666667,217.643333333333,-15.8666666666666,84.1055373953903,5.36692484092463,0,0.001813
1979-01-26 00:00:00,93.464375,167.314583333333,-21.3441666666666,79.1484574215465,3.00030906456115,0,0
1979-01-27 00:00:00,66.7475,211.087083333333,-19.0554166666666,77.7028886096136,2.64531597136619,0,0
1979-01-28 00:00:00,67.6726666666667,265.166666666667,-9.81416666666665,86.0815045151416,2.14438424780888,0,0.017057
1979-01-29 00:00:00,71.6134166666667,268.443333333333,-9.14166666666664,88.2496743411516,5.46440283179662,0,0.017687
