time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-04 00:00:00,50.524875,174.057916666667,-27.4233333333333,80.6707673178889,3.40668805099038,0,0.023042
1979-01-05 00:00:00,26.463875,206.27,-22.3604166666666,81.5187363973696,5.1143079180306,0,0
1979-01-06 00:00:00,57.5049166666667,177.735,-24.5279166666666,78.011656642645,5.75736999978127,0,0
1979-01-07 00:00:00,73.9714166666667,160.042083333333,-24.8425,80.067889863202,5.38181136015401,0,0
1979-01-08 00:00:00,51.9979583333333,206.976666666667,-21.4441666666666,80.0085933205242,5.7387291952555,0,0
1979-01-09 00:00:00,55.38075,203.709166666667,-19.2691666666666,79.1704437768441,3.33707160966634,0,0.003195
1979-01-10 00:00:00,22.7719583333333,214.655416666667,-20.82625,81.9039768680928,4.76766989551486,0,0.003354
1979-01-11 00:00:00,63.6845833333333,200.025416666667,-19.1304166666666,81.7343461653976,4.39544646773871,0,0.001986
1979-01-12 00:00:00,59.81075,189.811666666667,-23.4304166666666,80.6884896439244,3.50560450317306,0,0
1979-01-13 00:00:00,78.2158333333333,159.40625,-24.4604166666666,78.3128694249394,3.11833402317679,0,0
1979-01-14 00:00:00,48.17175,189.904583333333,-21.84625,79.0906896011846,2.34636473085721,0,0.001424
1979-01-15 00:00:00,80.5319166666667,148.199583333333,-24.005,79.5890565846339,2.91507610656647,0,0
1979-01-16 00:00:00,76.4232916666667,160.42375,-26.61375,80.8646299537261,4.45420228357644,0,0
1979-01-17 00:00:00,80.6035833333333,179.155,-23.4154166666666,80.7344254502204,3.92623536974037,0,0.000244
1979-01-18 00:00:00,80.0749583333333,145.39875,-26.5283333333333,77.9760712139967,2.68315794106827,0,0.003657
1979-01-19 00:00:00,67.6200833333333,219.431666666667,-16.60375,83.8098478923225,2.6950365836792,0,0.028775
1979-01-20 00:00:00,80.23475,166.275416666667,-19.5066666666666,79.7113318113664,4.4600807114605,0,0.003585
1979-01-21 00:00:00,46.0904583333333,270.499583333333,-9.60374999999998,87.7597756877786,4.44749884377208,0,0.01679
1979-01-22 00:00:00,28.6615833333333,267.695,-7.86541666666664,90.0242099561188,1.79848116400187,0,6.7e-05
1979-01-23 00:00:00,41.5067916666667,270.03125,-7.41291666666664,92.1424267890434,3.65738793166196,0,0.015154
1979-01-24 00:00:00,71.644375,246.16375,-10.085,87.6467616969391,3.04604641541173,0,0.001766
1979-01-25 00:00:00,66.1277083333333,226.365833333333,-15.4545833333333,84.3206124071228,3.58463111507603,0,0.000844
1979-01-26 00:00:00,89.425375,188.426666666667,-19.4675,80.8717791245881,2.40090751294673,0,0
1979-01-27 00:00:00,71.2358333333333,182.5625,-19.6779166666666,73.9578144320993,2.00209050545669,0,0.000415
1979-01-28 00:00:00,65.72,260.750833333333,-10.15375,77.1066551935722,1.84821291165896,0,0.007832
1979-01-29 00:00:00,69.2714166666667,273.73875,-7.60499999999998,89.3845822158934,3.81676181181481,0,0.010824
1979-01-30 00:00:00,33.010625,263.395,-9.39374999999998,88.3261981910703,4.00195594436584,0,0.019524
